,Opponent,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,OPP FG,OPP FGA,OPP FG%,OPP 3P,OPP 3PA,OPP 3P%,OPP FT,OPP FTA,OPP FT%,OPP ORB,OPP TRB,OPP AST,OPP STL,OPP BLK,OPP TOV,OPP PF,TEAM,GP,OREB,OPP OREB,REB,OPP REB,POSS,OPP POSS,PTS,OPP PTS,PPP,OPP PPP,3PA%,OPP 3PA%,FTA%,OPP FTA%,DREB,OPP DREB,ORB%,OPP ORB%,DRB%,OPP DRB%,REB%,OPP REB%,TO%,OPP TO%,Margin,Unnamed: 0,Logo,FinalFour
129,North Texas,W,66,62,22,46,0.478,7,19,0.368,15,19,0.789,11,26,8,7,0,11,12,23,45,0.511,12,21,0.571,4,8,0.5,7,21,10,9,1,12,15,Florida Atlantic Owls,38,11,7,26,21,52.1856,51.379200000000004,66,62,1.2647167034584252,1.206714000996512,41.30434782608695,46.666666666666664,41.30434782608695,17.77777777777778,15,14,44.0,31.818181818181817,68.18181818181819,56.0,55.319148936170215,44.680851063829785,21.078611724307088,23.35575485799701,4,30,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2226.png,True
130,Western Kentucky,W,76,62,23,53,0.434,11,28,0.393,19,26,0.731,10,38,13,9,0,18,15,22,54,0.407,9,22,0.409,9,13,0.692,4,24,12,5,4,13,16,Florida Atlantic Owls,38,10,4,38,24,69.5424,65.9712,76,62,1.0928584575740843,0.9398040357004269,52.83018867924528,40.74074074074074,49.056603773584904,24.074074074074073,28,20,33.333333333333336,12.5,87.5,66.66666666666667,61.29032258064516,38.70967741935484,25.883489784649363,19.705568490492823,14,30,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2226.png,True
131,UTSA,W,83,64,28,67,0.418,10,31,0.323,17,24,0.708,15,45,16,7,4,8,21,21,58,0.362,5,18,0.278,17,22,0.773,7,33,7,2,1,9,18,Florida Atlantic Owls,38,15,7,45,33,67.7376,66.89280000000001,83,64,1.225316515495087,0.9567546880979716,46.26865671641791,31.03448275862069,35.82089552238806,37.93103448275862,30,26,36.58536585365854,18.91891891891892,81.08108108108108,63.41463414634146,57.69230769230769,42.30769230769231,11.810279667422524,13.454362801377725,19,30,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2226.png,True
132,UTEP,W,67,59,20,47,0.426,6,16,0.375,21,31,0.677,8,35,10,3,5,20,21,20,65,0.308,3,16,0.188,16,21,0.762,13,40,3,10,2,15,24,Florida Atlantic Owls,38,8,13,35,40,69.7344,73.1904,67,59,0.960788362701909,0.8061166491780343,34.04255319148936,24.615384615384617,65.95744680851064,32.30769230769231,27,27,22.857142857142858,32.5,67.5,77.14285714285714,46.666666666666664,53.333333333333336,28.680249632892806,20.494491080797484,8,30,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2226.png,True
133,Middle Tennessee,W,85,67,31,58,0.534,8,23,0.348,15,20,0.75,7,34,13,12,5,6,9,27,62,0.435,11,26,0.423,2,4,0.5,10,32,10,1,2,15,17,Florida Atlantic Owls,38,7,10,34,32,63.16799999999999,66.0096,85,67,1.345618034447822,1.0150038782237734,39.6551724137931,41.935483870967744,34.48275862068966,6.451612903225806,27,22,24.137931034482758,27.027027027027028,72.97297297297297,75.86206896551724,51.515151515151516,48.484848484848484,9.498480243161096,22.7239674229203,18,30,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2226.png,True
134,Western Kentucky,W,70,63,23,62,0.371,13,38,0.342,11,17,0.647,12,42,16,5,2,14,20,23,63,0.365,2,13,0.154,15,20,0.75,10,37,3,6,1,11,18,Florida Atlantic Owls,38,12,10,42,37,68.6208,69.88799999999999,70,63,1.0200988621525835,0.9014423076923078,61.29032258064516,20.634920634920636,27.419354838709676,31.746031746031747,30,27,30.76923076923077,25.0,75.0,69.23076923076923,53.164556962025316,46.835443037974684,20.401977243051668,15.739468864468867,7,30,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2226.png,True
135,UAB,L,77,86,28,75,0.373,8,36,0.222,13,15,0.867,11,32,13,5,0,6,21,27,60,0.45,6,20,0.3,26,31,0.839,11,41,13,4,6,12,18,Florida Atlantic Owls,38,11,11,32,41,73.53599999999999,71.6544,77,86,1.047106179286336,1.200205430510897,48.0,33.333333333333336,20.0,51.666666666666664,21,30,26.829268292682926,34.375,65.625,73.17073170731707,43.83561643835616,56.16438356164384,8.159268929503918,16.7470525187567,-9,30,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2226.png,True
136,Charlotte,W,67,52,26,47,0.553,9,20,0.45,6,8,0.75,4,29,13,0,0,10,14,18,46,0.391,7,22,0.318,9,9,1.0,3,20,7,5,1,7,15,Florida Atlantic Owls,38,4,3,29,20,54.2592,51.8016,67,52,1.2348136352913424,1.003829997529034,42.5531914893617,47.82608695652174,17.02127659574468,19.565217391304348,25,17,19.047619047619047,10.714285714285714,89.28571428571429,80.95238095238095,59.183673469387756,40.816326530612244,18.430054258079736,13.513096120583148,15,30,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2226.png,True
137,Rice,W,90,81,29,59,0.492,8,25,0.32,24,29,0.828,5,35,13,7,2,8,15,29,63,0.46,12,29,0.414,11,13,0.846,1,23,9,5,2,9,19,Florida Atlantic Owls,38,5,1,35,23,71.7696,73.6512,90,81,1.2540128410914928,1.0997784150156413,42.3728813559322,46.03174603174603,49.152542372881356,20.634920634920636,30,22,18.51851851851852,3.225806451612903,96.7741935483871,81.48148148148148,60.3448275862069,39.6551724137931,11.14678080970216,12.219760166840459,9,30,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2226.png,True
138,Louisiana Tech,W (1 OT),90,85,29,63,0.46,12,30,0.4,20,25,0.8,11,30,18,8,2,15,17,31,60,0.517,11,29,0.379,12,15,0.8,9,30,8,5,4,18,20,Florida Atlantic Owls,38,11,9,30,30,74.88,72.576,90,85,1.201923076923077,1.1711860670194005,47.61904761904762,48.333333333333336,39.682539682539684,25.0,19,21,34.375,32.142857142857146,67.85714285714286,65.625,50.0,50.0,20.032051282051285,24.801587301587304,5,30,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2226.png,True
139,Middle Tennessee,L,70,74,29,59,0.492,11,24,0.458,1,7,0.143,3,29,13,5,3,15,13,29,64,0.453,5,15,0.333,11,17,0.647,9,35,7,10,5,9,10,Florida Atlantic Owls,38,3,9,29,35,71.1168,68.6208,70,74,0.984296256299496,1.0783902257041595,40.67796610169491,23.4375,11.864406779661017,26.5625,26,26,10.344827586206897,25.714285714285715,74.28571428571429,89.65517241379311,45.3125,54.6875,21.0920626349892,13.115556799104644,-4,30,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2226.png,True
140,UTSA,W,106,66,37,72,0.514,14,32,0.438,18,23,0.783,11,38,17,8,5,7,22,22,55,0.4,4,16,0.25,18,24,0.75,7,31,5,2,1,18,20,Florida Atlantic Owls,38,11,7,38,31,74.9952,73.4976,106,66,1.4134237924560507,0.8979885057471264,44.44444444444444,29.09090909090909,31.944444444444443,43.63636363636363,27,24,31.428571428571427,20.58823529411765,79.41176470588235,68.57142857142857,55.072463768115945,44.927536231884055,9.333930704898448,24.490595611285265,40,30,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2226.png,True
141,UTEP,W,75,49,27,55,0.491,11,26,0.423,10,16,0.625,9,34,12,5,2,11,17,18,54,0.333,1,10,0.1,12,15,0.8,11,30,4,6,4,13,17,Florida Atlantic Owls,38,9,11,34,30,61.4784,60.09599999999999,75,49,1.2199406620861961,0.8153620873269437,47.27272727272727,18.51851851851852,29.09090909090909,27.77777777777778,25,19,32.142857142857146,30.555555555555557,69.44444444444444,67.85714285714286,53.125,46.875,17.892463043930878,21.63205537806177,26,30,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2226.png,True
142,Rice,W,103,74,39,73,0.534,17,36,0.472,8,9,0.889,9,35,19,7,1,8,15,25,54,0.463,12,31,0.387,12,13,0.923,2,23,11,4,1,14,16,Florida Atlantic Owls,38,9,2,35,23,72.9216,68.85119999999999,103,74,1.4124758644900826,1.0747815579103923,49.31506849315068,57.407407407407405,12.32876712328767,24.074074074074073,26,21,30.0,7.142857142857143,92.85714285714286,70.0,60.3448275862069,39.6551724137931,10.970686326136564,20.333705149656073,29,30,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2226.png,True
143,Louisiana Tech,W,76,72,25,54,0.463,9,23,0.391,17,24,0.708,6,25,14,6,5,9,12,26,57,0.456,6,17,0.353,14,15,0.933,8,29,6,8,4,13,18,Florida Atlantic Owls,38,6,8,25,29,64.8576,65.856,76,72,1.1717979080323662,1.0932944606413995,42.592592592592595,29.82456140350877,44.44444444444444,26.31578947368421,19,21,22.22222222222222,29.62962962962963,70.37037037037037,77.77777777777777,46.2962962962963,53.7037037037037,13.876554174067495,19.740038872691937,4,30,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2226.png,True
144,Western Kentucky,W,75,51,31,63,0.492,5,26,0.192,8,11,0.727,10,46,13,10,2,17,15,18,66,0.273,6,29,0.207,9,15,0.6,11,32,5,8,1,13,13,Florida Atlantic Owls,38,10,11,46,32,71.8464,71.61599999999999,75,51,1.0438936397648315,0.7121313672922254,41.26984126984127,43.93939393939394,17.46031746031746,22.727272727272727,36,21,32.25806451612903,23.404255319148938,76.59574468085107,67.74193548387096,58.97435897435897,41.02564102564103,23.66158916800285,18.152368185880253,24,30,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2226.png,True
145,Middle Tennessee,W,68,65,21,46,0.457,6,17,0.353,20,26,0.769,6,31,9,5,1,9,17,24,63,0.381,5,22,0.227,12,14,0.857,10,29,7,1,1,7,18,Florida Atlantic Owls,38,6,10,31,29,58.0224,63.5136,68,65,1.1719611736157072,1.0234028617492947,36.95652173913044,34.92063492063492,56.52173913043478,22.22222222222222,25,19,24.0,28.571428571428573,71.42857142857143,76.0,51.666666666666664,48.333333333333336,15.51125082726671,11.021261588069327,3,30,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2226.png,True
146,UAB,W,78,56,29,61,0.475,7,20,0.35,13,17,0.765,10,44,10,8,4,12,12,20,63,0.317,5,26,0.192,11,13,0.846,7,30,3,7,2,11,18,Florida Atlantic Owls,38,10,7,44,30,67.6608,69.8112,78,56,1.1528093076049943,0.8021635496883022,32.78688524590164,41.26984126984127,27.868852459016395,20.634920634920636,34,23,30.303030303030305,17.073170731707318,82.92682926829268,69.6969696969697,59.45945945945946,40.54054054054054,17.735527809307605,15.756784011734506,22,30,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2226.png,True
147,Memphis,W,66,65,25,65,0.385,8,28,0.286,8,11,0.727,16,36,12,2,2,8,13,25,58,0.431,6,22,0.273,9,12,0.75,11,33,11,6,3,8,12,Florida Atlantic Owls,38,16,11,36,33,59.3664,57.8688,66,65,1.1117399741267788,1.1232304799823047,43.07692307692308,37.93103448275862,16.923076923076923,20.689655172413794,20,22,42.10526315789474,35.483870967741936,64.51612903225806,57.89473684210526,52.17391304347826,47.82608695652174,13.475636050021562,13.82437513824375,1,30,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2226.png,True
148,Fairleigh Dickinson,W,78,70,29,71,0.408,9,31,0.29,11,18,0.611,13,43,18,8,5,7,12,27,71,0.38,9,31,0.29,7,10,0.7,12,41,12,3,3,11,15,Florida Atlantic Owls,38,13,12,43,41,70.00319999999999,71.424,78,70,1.1142347778387276,0.9800627240143368,43.66197183098591,43.66197183098591,25.35211267605634,14.084507042253522,30,29,30.952380952380953,28.571428571428573,71.42857142857143,69.04761904761905,51.19047619047619,48.80952380952381,9.999542878039863,15.400985663082436,8,30,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2226.png,True
149,Tennessee,W,62,55,21,50,0.42,8,27,0.296,12,16,0.75,11,38,12,1,2,12,14,21,63,0.333,6,23,0.261,7,12,0.583,15,33,12,7,1,6,18,Florida Atlantic Owls,38,11,15,38,33,55.7184,56.9088,62,55,1.1127383413737653,0.9664586144849303,54.0,36.507936507936506,32.0,19.047619047619047,27,18,37.93103448275862,35.714285714285715,64.28571428571429,62.06896551724138,53.521126760563384,46.478873239436616,21.5368711233632,10.543184885290149,7,30,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2226.png,True
150,Kansas State,W,79,76,26,54,0.481,9,23,0.391,18,22,0.818,12,41,17,4,5,22,18,27,58,0.466,10,22,0.455,12,18,0.667,3,16,14,13,1,12,21,Florida Atlantic Owls,38,12,3,41,16,70.7328,71.9232,79,76,1.11687929786464,1.0566826837515573,42.592592592592595,37.93103448275862,40.74074074074074,31.03448275862069,29,13,48.0,9.375,90.625,52.0,71.9298245614035,28.07017543859649,31.102967788635542,16.68446342765617,3,30,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2226.png,True
151,Total,,2964,2475,1061,2274,17.73700000000001,366,1002,14.040999999999999,476,663,26.559,365,1370,556,246,98,434,595,898,2233,15.311,249,782,11.738999999999999,430,581,27.840999999999998,297,1138,313,222,87,454,634,Florida Atlantic Owls,38,365,297,1370,1138,2529.3312,2539.8143999999998,2964,2475,1.171851278314204,0.9744806549643944,44.06332453825858,35.02015226153157,29.155672823218996,26.018808777429467,1005,841,30.265339966832503,22.8110599078341,77.1889400921659,69.7346600331675,54.625199362041464,45.374800637958536,17.15868605898666,17.875321913286264,489,30,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2226.png,True
152,North Florida,W,104,63,43,67,0.642,5,12,0.417,13,16,0.813,7,37,22,15,2,13,26,21,59,0.356,8,30,0.267,13,22,0.591,9,26,13,7,1,22,19,Gonzaga Bulldogs,37,7,9,37,26,76.83840000000001,78.4128,104,63,1.3534899217058136,0.8034402546523016,17.91044776119403,50.847457627118644,23.880597014925375,37.28813559322034,30,17,29.166666666666668,23.076923076923077,76.92307692307692,70.83333333333333,58.73015873015873,41.26984126984127,16.91862402132267,28.056643813254976,41,0,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2250.png,False
153,Michigan State,W,64,63,23,55,0.418,4,18,0.222,14,22,0.636,9,37,8,11,7,18,22,21,52,0.404,3,16,0.188,18,28,0.643,6,28,11,9,1,15,22,Gonzaga Bulldogs,37,9,6,37,28,70.7328,70.38719999999999,64,63,0.9048136083966704,0.895049099836334,32.72727272727273,30.76923076923077,40.0,53.84615384615385,28,22,29.032258064516128,17.647058823529413,82.3529411764706,70.96774193548387,56.92307692307692,43.07692307692308,25.44788273615635,21.310692853246046,1,0,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2250.png,False
154,Texas,L,74,93,25,51,0.49,9,19,0.474,15,21,0.714,8,29,10,3,3,20,15,34,66,0.515,13,33,0.394,12,16,0.75,6,28,17,8,4,10,22,Gonzaga Bulldogs,37,8,6,29,28,69.3504,73.9584,74,93,1.067045035068291,1.257463655244029,37.254901960784316,50.0,41.1764705882353,24.242424242424242,21,22,26.666666666666668,22.22222222222222,77.77777777777777,73.33333333333333,50.87719298245614,49.12280701754386,28.8390550018457,13.521114572516442,-19,0,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2250.png,False
155,Kentucky,W,88,72,31,55,0.564,7,19,0.368,19,21,0.905,7,38,8,7,2,17,12,27,69,0.391,6,25,0.24,12,16,0.75,11,28,11,10,0,11,22,Gonzaga Bulldogs,37,7,11,38,28,71.2704,72.9984,88,72,1.234734195402299,0.9863229879011046,34.54545454545455,36.231884057971016,38.18181818181818,23.18840579710145,31,17,29.166666666666668,26.19047619047619,73.80952380952381,70.83333333333333,57.57575757575758,42.42424242424242,23.85281968390805,15.068823426266876,16,0,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2250.png,False
156,Portland State,W,102,78,38,63,0.603,12,24,0.5,14,20,0.7,9,34,24,4,2,11,18,26,61,0.426,11,25,0.44,15,17,0.882,8,25,14,5,3,12,20,Gonzaga Bulldogs,37,9,8,34,25,70.848,69.5808,102,78,1.4397018970189701,1.1209988962472406,38.095238095238095,40.98360655737705,31.746031746031747,27.868852459016395,25,17,34.61538461538461,24.242424242424242,75.75757575757575,65.38461538461539,57.6271186440678,42.3728813559322,15.526196928635953,17.246136865342166,24,0,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2250.png,False
157,Purdue,L,66,84,27,67,0.403,9,28,0.321,3,4,0.75,6,29,15,2,4,7,19,29,61,0.475,10,26,0.385,16,22,0.727,11,43,21,3,3,8,13,Gonzaga Bulldogs,37,6,11,29,43,66.9696,64.9728,66,84,0.9855217889908257,1.2928486997635933,41.791044776119406,42.622950819672134,5.970149253731344,36.0655737704918,23,32,15.789473684210526,32.35294117647059,67.6470588235294,84.21052631578948,40.27777777777778,59.72222222222222,10.45250382262997,12.312844759653268,-18,0,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2250.png,False
158,Xavier,W,88,84,31,62,0.5,13,24,0.542,13,19,0.684,8,35,23,6,4,13,13,35,68,0.515,8,15,0.533,6,8,0.75,6,30,18,5,3,9,17,Gonzaga Bulldogs,37,8,6,35,30,72.34559999999999,71.5392,88,84,1.2163835810332628,1.1741814278046163,38.70967741935484,22.058823529411764,30.64516129032258,11.764705882352942,27,24,25.0,18.181818181818183,81.81818181818181,75.0,53.84615384615385,46.15384615384615,17.969302901627746,12.580515297906603,4,0,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2250.png,False
159,Baylor,L,63,64,22,61,0.361,6,22,0.273,13,21,0.619,13,37,12,9,3,17,18,23,62,0.371,6,24,0.25,12,15,0.8,6,30,8,7,5,14,16,Gonzaga Bulldogs,37,13,6,37,30,71.2704,73.53599999999999,63,64,0.8839574353448276,0.8703220191470846,36.0655737704918,38.70967741935484,34.42622950819672,24.193548387096776,24,24,35.13513513513514,20.0,80.0,64.86486486486487,55.223880597014926,44.776119402985074,23.85281968390805,19.038294168842476,-1,0,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2250.png,False
160,Kent State,W,73,66,25,55,0.455,6,18,0.333,17,27,0.63,9,43,16,1,3,9,15,25,63,0.397,6,23,0.261,10,13,0.769,3,23,9,7,2,7,24,Gonzaga Bulldogs,37,9,3,43,23,64.20479999999999,69.8112,73,66,1.1369866427432218,0.9454070407040704,32.72727272727273,36.507936507936506,49.09090909090909,20.634920634920636,34,20,31.03448275862069,8.108108108108109,91.89189189189189,68.96551724137932,65.15151515151516,34.84848484848485,14.017643540669859,10.027044371103777,7,0,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2250.png,False
161,Washington,W,77,60,29,56,0.518,5,19,0.263,14,21,0.667,8,34,19,12,4,12,12,23,57,0.404,7,26,0.269,7,9,0.778,5,24,10,7,2,16,18,Gonzaga Bulldogs,37,8,5,34,24,66.4704,69.0816,77,60,1.1584103601001348,0.868538076709283,33.92857142857143,45.6140350877193,37.5,15.789473684210526,26,19,29.62962962962963,16.129032258064516,83.87096774193549,70.37037037037037,58.62068965517241,41.37931034482759,18.05314846909301,23.161015378914215,17,0,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2250.png,False
162,Northern Illinois,W,88,67,32,70,0.457,6,20,0.3,18,21,0.857,16,36,16,8,2,5,14,24,56,0.429,5,22,0.227,14,17,0.824,10,29,6,3,2,14,19,Gonzaga Bulldogs,37,16,10,36,29,65.51039999999999,64.7808,88,67,1.343298163345057,1.0342570638213793,28.571428571428573,39.285714285714285,30.0,30.357142857142858,20,19,45.714285714285715,33.333333333333336,66.66666666666667,54.285714285714285,55.38461538461539,44.61538461538461,7.632375928096914,21.61134163208852,21,0,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2250.png,False
163,Alabama,W,100,90,40,70,0.571,7,17,0.412,13,19,0.684,4,26,16,12,1,9,24,31,60,0.517,8,25,0.32,20,24,0.833,8,35,11,3,3,21,19,Gonzaga Bulldogs,37,4,8,26,35,80.0256,80.2176,100,90,1.2496001279590532,1.1219483006223072,24.285714285714285,41.666666666666664,27.142857142857142,40.0,22,27,12.903225806451612,26.666666666666668,73.33333333333333,87.09677419354838,42.622950819672134,57.377049180327866,11.246401151631478,26.17879368118717,10,0,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2250.png,False
164,Montana,W,85,75,27,52,0.519,5,17,0.294,26,34,0.765,8,30,12,3,3,9,15,28,56,0.5,8,20,0.4,11,16,0.688,5,24,9,4,1,12,25,Gonzaga Bulldogs,37,8,5,30,24,65.2416,67.2384,85,75,1.3028497155189327,1.115434037692747,32.69230769230769,35.714285714285715,65.38461538461539,28.571428571428573,22,19,29.62962962962963,18.51851851851852,81.48148148148148,70.37037037037037,55.55555555555556,44.44444444444444,13.794879340788698,17.84694460308395,10,0,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2250.png,False
165,Eastern Oregon,W,120,42,51,72,0.708,9,18,0.5,9,14,0.643,10,45,27,19,5,13,15,16,54,0.296,5,22,0.227,5,7,0.714,3,16,6,4,0,26,16,Gonzaga Bulldogs,37,10,3,45,16,77.91359999999999,76.87679999999999,120,42,1.5401675702316415,0.5463286713286714,25.0,40.74074074074074,19.444444444444443,12.962962962962964,35,13,43.47826086956522,7.894736842105263,92.10526315789474,56.52173913043478,73.77049180327869,26.229508196721312,16.68514867750945,33.820346320346324,78,0,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2250.png,False
166,Pepperdine,W,111,88,47,77,0.61,10,22,0.455,7,14,0.5,8,34,25,9,0,11,17,35,67,0.522,6,15,0.4,12,16,0.75,5,32,15,5,5,16,14,Gonzaga Bulldogs,37,8,5,34,32,82.7136,81.6384,111,88,1.3419800371402042,1.0779241141423643,28.571428571428573,22.388059701492537,18.181818181818183,23.880597014925375,26,27,22.857142857142858,16.129032258064516,83.87096774193549,77.14285714285714,51.515151515151516,48.484848484848484,13.29890126895698,19.598620257133895,23,0,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2250.png,False
167,San Francisco,W,77,75,30,66,0.455,10,26,0.385,7,10,0.7,5,23,14,6,3,6,14,27,59,0.458,10,23,0.435,11,13,0.846,11,40,7,3,5,17,14,Gonzaga Bulldogs,37,5,11,23,40,68.544,67.8912,77,75,1.1233660130718954,1.10470871040724,39.39393939393939,38.983050847457626,15.151515151515152,22.033898305084747,18,29,14.705882352941176,37.93103448275862,62.06896551724138,85.29411764705883,36.507936507936506,63.492063492063494,8.753501400560225,25.040064102564102,2,0,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2250.png,False
168,Santa Clara,W,81,76,30,64,0.469,7,19,0.368,14,22,0.636,11,35,14,3,5,9,13,34,72,0.472,5,16,0.313,3,4,0.75,13,38,16,6,2,10,21,Gonzaga Bulldogs,37,11,13,35,38,68.81280000000001,67.92960000000001,81,76,1.1771065848214284,1.1188053514226493,29.6875,22.22222222222222,34.375,5.555555555555555,24,25,30.555555555555557,35.13513513513514,64.86486486486487,69.44444444444444,47.945205479452056,52.054794520547944,13.078962053571427,14.721123045034858,5,0,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2250.png,False
169,BYU,W,75,74,31,69,0.449,6,18,0.333,7,13,0.538,17,45,18,10,4,16,14,28,58,0.483,13,24,0.542,5,10,0.5,3,27,18,12,3,17,15,Gonzaga Bulldogs,37,17,3,45,27,70.7712,73.34400000000001,75,74,1.059753119913185,1.0089441535776613,26.08695652173913,41.37931034482759,18.840579710144926,17.24137931034483,28,24,41.46341463414634,9.67741935483871,90.3225806451613,58.53658536585366,62.5,37.5,22.60806655814795,23.178446771378706,1,0,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2250.png,False
170,Portland,W,115,75,45,80,0.563,17,38,0.447,8,12,0.667,12,36,22,12,3,4,25,22,53,0.415,11,33,0.333,20,32,0.625,10,34,13,1,1,19,12,Gonzaga Bulldogs,37,12,10,36,34,74.1888,73.0368,115,75,1.5500992063492063,1.02687960042061,47.5,62.264150943396224,15.0,60.37735849056604,24,24,33.333333333333336,29.41176470588235,70.58823529411765,66.66666666666667,51.42857142857143,48.57142857142857,5.391649413388544,26.01428321065545,40,0,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2250.png,False
171,Loyola Marymount,L,67,68,24,54,0.444,4,14,0.286,15,23,0.652,6,28,13,8,3,8,14,27,57,0.474,7,19,0.368,7,12,0.583,8,32,12,4,7,13,21,Gonzaga Bulldogs,37,6,8,28,32,63.4752,64.58879999999999,67,68,1.0555303488606573,1.0528141101862862,25.925925925925927,33.333333333333336,42.592592592592595,21.05263157894737,22,24,20.0,26.666666666666668,73.33333333333333,80.0,46.666666666666664,53.333333333333336,12.603347449082476,20.12732857709077,-1,0,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2250.png,False
172,Pacific,W,99,90,37,63,0.587,6,19,0.316,19,29,0.655,9,32,13,3,5,7,19,30,63,0.476,9,20,0.45,21,23,0.913,5,22,13,4,0,6,20,Gonzaga Bulldogs,37,9,5,32,22,70.8096,71.15520000000001,99,90,1.3981155097613882,1.264840798704803,30.158730158730158,31.746031746031747,46.03174603174603,36.507936507936506,23,17,34.61538461538461,17.857142857142858,82.14285714285714,65.38461538461539,59.25925925925926,40.74074074074074,9.885665220535069,8.432271991365353,9,0,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2250.png,False
173,Portland,W,82,67,29,56,0.518,11,23,0.478,13,20,0.65,7,26,15,12,0,12,14,23,48,0.479,10,24,0.417,11,16,0.688,5,24,12,7,5,17,17,Gonzaga Bulldogs,37,7,5,26,24,67.008,64.3584,82,67,1.2237344794651386,1.0410451471758153,41.07142857142857,50.0,35.714285714285715,33.333333333333336,19,19,26.923076923076923,20.833333333333332,79.16666666666667,73.07692307692308,52.0,48.0,17.908309455587393,26.414578361177405,15,0,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2250.png,False
174,Santa Clara,W,88,70,35,59,0.593,8,17,0.471,10,14,0.714,10,33,20,6,3,9,21,24,60,0.4,8,24,0.333,14,19,0.737,9,24,8,6,2,9,18,Gonzaga Bulldogs,37,10,9,33,24,61.593599999999995,65.62559999999999,88,70,1.4287198669991688,1.0666569143748783,28.8135593220339,40.0,23.728813559322035,31.666666666666668,23,15,40.0,28.125,71.875,60.0,57.89473684210526,42.10526315789474,14.611907730673318,13.714160327677005,18,0,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2250.png,False
175,Saint Mary's,L (1 OT),70,78,25,51,0.49,4,11,0.364,16,23,0.696,2,27,5,7,4,11,24,28,61,0.459,6,24,0.25,16,21,0.762,6,34,11,6,2,8,20,Gonzaga Bulldogs,37,2,6,27,34,67.3152,69.3504,70,78,1.0398840083666097,1.1247231450719823,21.568627450980394,39.34426229508197,45.09803921568628,34.42622950819672,25,28,6.666666666666667,19.35483870967742,80.64516129032258,93.33333333333333,44.26229508196721,55.73770491803279,16.34103441718958,11.53562200073828,-8,0,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2250.png,False
